customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
3419-SNJJD,1,1,0,65,1,1,1,0,1,0,1,1,0,105.25,6786.4,1
6543-CPZMK,0,1,1,9,0,0,0,1,0,0,0,0,1,29.95,248.95,1
4765-OXPPD,0,1,1,9,1,0,1,1,1,1,0,0,0,65,663.05,1
2804-ETQDK,0,0,1,66,1,0,0,0,0,0,0,0,0,20.55,1357.1,0
6689-VRRTK,1,0,0,44,1,1,1,1,1,0,1,1,1,109.8,4860.35,0
7138-GIRSH,0,0,0,50,1,1,0,0,1,1,0,1,0,69.5,3418.2,0
9396-ZSFLL,0,0,0,15,1,1,0,0,0,0,0,0,0,48.85,631.4,0
6464-KEXXH,0,0,0,8,0,0,0,0,0,0,0,0,1,25.25,186.3,0
7134-MJPDY,1,0,0,66,1,1,0,0,1,1,1,1,1,102.85,6976.75,0
5240-CAOYT,0,0,0,57,1,1,1,1,0,1,0,0,1,87.55,4884.85,0
4059-IIEBK,0,0,0,7,1,1,0,1,0,0,0,0,1,78.55,522.95,0
4881-JVQOD,1,1,1,10,0,0,0,0,0,0,0,1,1,34.55,362.6,0
0516-UXRMT,0,0,0,62,1,1,1,1,1,0,0,0,1,92.05,5755.8,0
4851-BQDNX,0,1,1,40,1,0,0,0,1,0,1,0,1,85.05,3355.65,0
5148-HKFIR,0,0,0,20,1,0,0,0,0,0,0,0,0,19.7,406.95,0
1009-IRMNA,0,0,0,7,1,0,0,0,0,0,0,0,0,20,137.6,1
3003-CMDUU,0,1,0,25,1,0,0,0,0,1,1,1,1,95.15,2395.7,0
5016-IBERQ,0,1,0,23,1,1,0,1,1,0,0,0,0,84.25,1968.1,0
6797-UCJHZ,1,1,0,66,1,1,0,1,1,0,1,1,0,104.6,6819.45,0
2469-DTSGX,1,0,0,72,1,1,0,1,1,1,1,1,0,111.65,7943.45,0
4554-YGZIH,1,1,0,49,1,1,0,1,0,0,0,1,0,90.05,4547.25,1
5099-BAILX,1,1,1,43,1,1,0,1,1,1,1,1,1,110.75,4687.9,1
9931-KGHOA,0,1,0,46,1,1,1,0,0,0,0,0,0,55,2473.95,0
1775-KWJKQ,0,1,1,72,1,1,1,1,1,1,1,1,0,89.85,6562.9,0
7665-VIGUD,0,0,0,10,1,0,0,0,0,0,0,0,0,20.35,176.3,0
9411-TPQQV,0,0,0,40,0,0,1,0,0,1,1,1,1,54.55,2236.2,0
7207-RMRDB,0,1,1,65,1,1,0,1,1,0,1,1,1,105.5,6985.65,1
7954-MLBUN,0,0,0,31,1,0,0,0,1,1,1,1,0,99.45,3109.9,0
2077-DDHJK,0,1,0,68,1,1,1,1,1,1,0,0,0,70.9,4911.35,0
4913-EHYUI,1,1,1,56,1,1,1,0,1,0,1,1,1,104.55,5794.65,1
0195-IESCP,0,1,0,10,1,1,0,0,0,0,0,1,1,85.25,855.3,1
9574-BOSMD,0,1,1,68,1,1,0,0,0,0,0,0,0,25.4,1620.2,0
4580-TMHJU,0,1,1,43,1,0,0,0,0,0,1,0,0,56.15,2499.3,1
0970-ETWGE,0,0,0,1,1,0,0,0,0,0,1,1,1,89.55,89.55,1
4908-XAXAY,1,0,0,49,1,0,0,1,1,0,0,1,1,89.85,4287.2,0
8404-VLQFB,0,1,1,15,1,1,0,0,0,0,0,0,1,25.25,394.85,0
1626-ERCMM,1,1,0,20,1,1,0,0,0,0,1,1,1,94.55,1899.65,1
0887-HJGAR,0,0,0,1,1,0,0,0,0,0,0,0,1,45.7,45.7,1
2391-IPLOP,0,1,1,50,1,1,0,0,1,1,1,0,1,69.65,3442.15,0
5644-PDMZC,1,0,0,2,1,1,0,1,0,0,0,1,0,89.5,161.5,1
3509-GWQGF,1,0,0,24,1,0,0,0,0,0,0,0,0,70,1732.6,0
9576-ANLXO,0,0,0,3,1,0,0,0,0,0,0,0,1,69.55,222.3,1
2024-BASKD,0,0,0,1,1,0,0,0,1,0,0,0,1,74.6,74.6,1
5845-BZZIB,0,1,1,35,1,0,0,0,0,0,0,0,0,20.1,655.3,0
1140-UKVZG,0,0,0,17,1,1,0,0,0,0,0,0,0,24.8,475.25,0
4160-AMJTL,1,0,0,8,1,0,0,0,0,0,0,0,0,19.65,164.3,1
5183-SNMJQ,0,0,0,10,1,0,0,0,0,1,1,1,1,95.1,865.1,0
8100-PNJMH,0,1,1,68,1,1,1,1,1,1,1,1,1,88.85,6132.7,0
7838-LAZFO,0,1,0,45,1,0,1,1,1,0,1,1,0,78.8,3597.5,0
4464-JCOLN,0,1,1,2,1,0,0,0,0,0,0,0,0,19.85,35.9,1
2085-JVGAD,0,1,0,37,1,0,0,0,0,0,0,0,0,20.35,697.65,0
5650-VDUDS,0,0,0,4,0,0,0,0,0,0,0,0,1,24.25,96.05,1
8095-WANWK,0,0,0,10,1,0,0,0,0,0,0,0,0,45.25,428.7,0
3030-ZKIWL,0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0
9565-FLVCG,0,1,1,65,1,1,1,1,0,0,0,1,1,69.55,4459.15,0
8755-OGKNA,0,1,1,57,1,0,0,0,0,0,0,0,0,19.5,1167.6,0
2800-VEQXM,0,0,0,3,1,0,0,0,1,0,0,0,1,74.75,238.1,0
7538-GWHML,0,0,0,2,1,0,0,0,0,0,0,0,0,69.65,145.15,1
5533-RJFTJ,0,0,0,49,0,0,0,0,1,0,0,0,1,30.2,1453.1,0
3859-CVCET,0,0,0,4,1,0,0,0,0,0,0,0,0,45.65,191.05,1
0214-JHPFW,0,1,0,70,0,0,0,1,1,1,1,1,0,57.8,4039.3,0
5642-MHDQT,0,1,1,53,1,0,0,0,0,0,0,0,1,19.85,1039.45,0
3088-FVYWK,0,1,1,53,1,1,0,0,0,0,0,0,0,25.55,1336.1,0
3276-HDUEG,0,0,0,1,1,1,0,0,0,0,0,0,1,75.05,75.05,1
9092-GDZKO,0,0,0,22,1,1,0,0,0,0,0,0,1,24.85,493.4,0
0823-HSCDJ,1,0,0,52,0,0,0,1,0,0,1,1,1,49.15,2550.9,1
3729-OWRVL,1,0,0,65,1,1,1,0,1,1,1,1,1,110.35,7246.15,0
2324-AAL0,0,0,0,48,1,1,0,0,0,0,0,0,0,24.55,1203.95,0
0822-GAVAP,0,0,0,2,0,0,0,0,0,0,0,1,1,34.7,62.25,1
5760-IFJOZ,0,0,0,3,1,1,0,1,1,0,1,1,0,107.95,313.6,0
2826-UWHIS,0,1,0,45,1,1,0,1,0,0,0,0,0,81.4,3775.85,0
1448-PWKYE,0,1,1,1,1,0,0,0,0,0,0,1,0,80,80,1
7501-IWUNG,0,1,1,61,1,0,0,0,1,1,1,1,1,73.8,4616.05,0
4957-TREIR,0,0,0,3,1,0,1,0,0,1,1,0,1,64.4,195.65,0
7251-LJBQN,1,0,0,40,1,1,0,0,1,1,1,1,1,103.75,4188.4,0
8040-MNRTF,0,0,0,1,1,0,0,0,0,0,0,0,0,71.1,71.1,0
1536-HBSWP,0,0,0,1,1,0,0,0,0,1,0,0,1,49.9,49.9,0
5313-FPXWG,0,0,0,51,1,1,0,0,0,0,0,0,1,24.6,1266.4,0
0067-DKWBL,1,0,0,2,1,0,1,0,0,0,0,0,1,49.25,91.1,1
0946-FKYTX,0,0,0,52,0,0,0,1,0,0,0,0,0,30.1,1623.4,0
5076-YVXCM,0,0,0,51,1,1,0,0,0,0,0,1,0,83.4,4149.45,0
8262-COGGB,0,0,0,1,1,0,0,0,0,0,0,0,1,20.45,20.45,0
6663-JOCQO,0,1,1,31,1,1,1,1,0,1,0,1,1,75.25,2344.5,0
9620-QJREV,0,0,1,47,1,0,0,0,0,0,0,0,0,20.55,1013.05,0
2276-YDAVZ,0,0,0,3,1,1,0,0,0,0,0,0,1,75.1,270.7,1
2682-KEVRP,1,0,0,22,1,0,0,0,0,0,0,0,1,20.05,417,0
2480-JZOSN,0,1,0,1,1,0,0,0,0,0,0,0,1,20.65,20.65,0
0078-XZMHT,0,1,0,72,1,1,0,1,1,1,1,1,1,85.15,6316.2,0
5896-NPFWW,0,1,1,3,1,0,0,0,1,0,0,0,1,50.15,168.15,1
9978-HYCIN,1,1,1,47,1,0,0,1,0,0,1,0,1,84.95,4018.05,0
8338-QIUNR,0,1,1,72,1,1,1,0,1,1,0,0,1,66.5,4811.6,0
1525-LNLOJ,0,1,1,66,1,1,0,0,1,0,1,0,1,63.3,4189.7,0
9450-TRJUU,0,0,0,35,1,1,0,0,0,0,1,0,0,83.15,2848.45,0
1766-GKNMI,0,0,0,29,1,1,0,0,0,0,0,1,1,84.9,2516.2,0
6942-LBFDP,0,0,0,2,1,0,0,0,0,0,0,0,1,20.55,33.6,0
1456-TWCGB,0,0,0,4,1,0,0,1,0,0,0,0,0,49.25,208.45,0
7133-VBDCG,0,0,0,25,1,0,1,1,0,0,0,0,1,79.85,2015.35,1
7596-ZYWBB,0,0,0,65,1,0,1,1,0,1,0,0,1,59.6,3739.8,0
8329-UTMVM,1,0,0,27,1,1,0,1,0,1,1,1,1,104.65,2964,0
3014-WJKSM,0,1,0,29,1,0,0,0,1,0,0,0,1,75.3,2263.4,0
3347-YJZZE,0,1,1,29,1,1,0,1,1,0,1,1,0,80.1,2211.8,0
1029-QFBEN,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,1
7929-DMBCV,0,1,0,20,1,0,0,0,1,1,0,0,1,81,1683.7,0
9661-JALZV,0,0,0,58,1,1,0,0,0,0,0,0,1,24.7,1519,0
5433-KYGHE,0,0,1,14,1,1,1,0,0,1,0,0,1,86,1164.05,0
4312-KFRXN,0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1710.9,0
5575-TPIZQ,0,0,0,46,1,1,1,0,0,0,1,0,1,89.15,4245.55,0
0114-IGABW,0,1,0,71,0,0,0,1,1,1,1,1,0,58.25,4145.9,0
9944-AEXBM,0,0,0,32,1,1,0,0,0,0,0,1,1,85.65,2664.3,0
1853-ARAAQ,0,0,0,26,0,0,0,0,1,0,1,1,1,50.35,1277.5,0
6952-OMNWB,1,1,0,68,1,1,0,0,1,0,0,0,1,80.35,5589.3,0
4697-LUPSU,0,1,1,2,1,0,0,0,0,0,0,0,0,20.2,34.75,0
8434-VGEQQ,0,1,1,61,1,0,0,0,0,0,0,0,0,20.55,1305.95,0
4952-YSOGZ,0,1,1,4,1,1,0,0,0,0,0,1,1,85.95,381.3,1
1589-AGTLK,0,0,0,3,1,0,0,0,0,0,0,0,1,45.35,141.5,1
5244-IRFIH,1,1,0,33,1,1,0,0,0,0,1,1,1,94.5,3105.55,1
6549-YMFAW,1,1,0,9,1,0,0,0,0,0,0,0,1,21.25,204.55,0
4950-HKQTE,0,0,0,22,1,1,0,0,0,0,0,0,0,26.25,605.9,0
6786-OBWQR,0,1,1,5,1,0,0,0,0,0,1,0,1,80.85,356.1,0
2684-EIWEO,1,0,0,30,1,1,1,1,1,0,0,0,0,91.7,2758.15,1
2753-JMMCV,0,0,0,65,1,1,0,1,1,1,0,1,1,74.2,4805.65,0
6439-GTPCA,0,0,0,45,1,1,0,0,1,1,0,0,1,87.25,3941.7,1
6621-YOBKI,0,0,0,5,1,0,0,0,0,0,0,0,0,20.35,92.75,0
1216-JWVUX,0,1,1,25,1,0,0,1,0,0,0,0,1,75.5,1901.05,0
7564-GHCVB,0,1,1,72,1,1,1,0,0,0,0,0,0,79.05,5730.7,0
1173-0EYG,0,1,0,27,1,1,0,0,1,0,0,1,0,90.15,2423.4,0
7595-EHCDL,0,1,1,32,0,0,0,0,1,0,1,1,0,50.6,1653.45,0
6647-ZEDXT,0,0,0,30,1,1,0,1,1,1,1,1,0,110.45,3327.05,0
2521-NPUZR,0,1,0,70,1,0,1,1,1,1,0,1,0,101,7085.5,0
1307-TVUFB,1,0,0,42,1,1,0,1,0,0,0,0,1,79.35,3344.1,0
7503-MIOGA,1,1,0,72,1,1,1,1,1,1,1,1,1,89.85,6697.35,0
4381-MHQDC,0,0,0,47,1,1,1,0,1,1,0,0,1,65,2879.9,0
6923-JHPMP,0,0,0,2,1,0,1,0,1,0,0,0,1,80.45,137.1,0
5138-WVKYJ,0,0,0,10,1,1,1,0,0,0,1,1,0,98.55,1008.55,1
4018-PPNDW,0,1,1,61,1,1,0,0,0,0,0,0,1,24.1,1551.6,0
1635-FJFCC,0,0,0,5,1,0,0,0,0,0,0,0,1,44.05,202.15,0
2499-AJYUA,1,1,0,72,1,1,0,1,1,1,1,1,1,110.8,7882.25,0
6919-ELBGL,1,1,1,72,1,1,1,1,1,1,1,1,1,114.95,8196.4,0
3966-HRMZA,1,0,0,3,1,0,0,0,1,0,0,0,0,75.05,202.9,0
6425-JWTDV,0,1,0,48,1,0,0,0,0,0,0,0,0,19.25,855.1,0
8405-IGQFX,0,0,0,63,1,0,0,0,1,1,1,0,1,90.05,5817,0
8224-IVVPA,0,0,0,27,1,0,1,1,0,0,0,0,1,56.7,1652.95,0
9477-LGWQI,0,1,1,70,1,0,1,1,1,0,1,1,1,80.15,5600.15,0
1410-RSCMR,0,1,1,7,1,0,1,0,1,1,0,1,1,71.35,515.75,0
3115-CZMZD,0,0,1,0,1,0,0,0,0,0,0,0,0,20.25, ,0
0139-IVFJG,0,1,0,2,1,0,1,1,0,0,1,0,0,90.35,190.5,0
6683-VLCTZ,1,0,0,20,1,1,0,0,1,0,1,1,1,98.55,1842.8,1
5730-DBDSI,0,0,0,66,1,0,0,0,0,0,0,0,0,19.7,1253.8,0
0030-FNXPP,0,0,0,3,1,0,0,0,0,0,0,0,0,19.85,57.2,0
2189-WWOEW,0,0,1,15,1,0,0,1,0,0,0,1,1,85.9,1269.55,1
5684-FJVYR,0,1,1,72,1,1,1,1,0,1,0,0,1,90.35,6563.4,0
4013-GUXND,0,0,0,1,1,0,0,0,0,0,0,0,0,20.8,20.8,0
1894-IGFSG,0,0,0,22,1,0,0,0,0,0,1,1,0,89.25,1907.85,1
7379-POKDZ,0,1,0,3,1,0,0,0,0,0,0,0,1,70.3,208.85,1
1266-NZYUI,0,1,1,72,1,1,1,0,1,1,0,0,0,66.85,4758.8,0
7969-FFOWG,0,1,1,65,1,0,0,0,0,0,0,0,0,19.9,1292.6,0
4718-DHSMV,0,0,0,11,0,0,0,0,0,0,1,0,1,35.8,363.15,0
5175-WLYXL,0,0,0,22,1,1,0,1,0,0,0,0,1,78.85,1600.25,0
7817-OMJNA,0,0,0,14,1,0,0,0,0,0,0,0,0,20.4,275.7,0
8728-SKJLR,0,0,0,41,1,0,0,0,0,1,0,0,1,74.25,3089.1,0
3137-NYQQI,0,1,0,17,1,0,1,1,0,0,0,1,0,64.8,1175.6,0
7706-DZNKK,0,0,0,11,1,0,0,0,0,0,0,0,1,20.45,237.3,0
0236-HFWSV,0,0,0,15,1,1,0,0,0,0,1,1,1,93.35,1444.65,1
3900-AQPHZ,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,1
5842-POCOP,0,1,0,5,1,0,1,0,1,0,0,1,1,88.9,454.15,1
2037-XJFUP,0,1,0,33,1,0,0,0,1,0,1,1,1,95.8,3036.75,1
8823-RLPWL,0,1,0,72,1,1,1,1,1,0,1,1,1,110.65,8065.65,0
9505-SQFSW,0,1,1,3,0,0,0,1,0,0,0,1,0,40.3,92.5,0
7314-OXENN,0,0,0,2,1,1,0,1,0,0,0,0,1,82,184.65,1
3758-CKOQL,0,1,0,59,1,1,1,1,1,1,0,1,1,107,6152.3,0
0322-CHQRU,0,0,0,2,1,0,0,0,0,0,0,0,0,45.35,89.5,1
5676-CFLYY,0,1,1,71,1,0,0,1,0,1,1,1,1,73.35,5154.5,0
7521-AFHAB,0,1,1,5,1,0,0,0,0,0,0,0,0,44.8,220.45,0
0285-INHLN,0,1,1,27,1,0,1,1,0,0,0,0,1,54.75,1510.3,0
4678-DVQEO,0,0,0,1,1,0,0,0,0,1,0,0,1,52.2,52.2,1
5125-CNDSP,0,0,1,63,0,0,1,1,0,1,0,0,1,40.6,2588.95,0
0691-IFBQW,1,0,0,46,1,1,1,1,1,0,1,1,1,110,4874.8,1
4992-LTJNE,0,1,1,72,1,1,1,0,0,0,0,0,0,55.3,3983.6,0
2202-OUTMO,0,1,0,34,1,1,1,0,0,1,0,0,1,60.85,2003.6,0
0810-BDHAW,0,1,1,24,1,1,1,1,0,0,1,1,0,78.4,1832.4,0
0229-LFJAF,0,0,0,72,1,1,1,1,1,1,0,0,0,69.65,4908.25,0
7131-ZQZNK,0,1,1,60,0,0,1,0,1,1,1,1,0,59.85,3590.2,0
3442-ZHHCC,0,0,0,68,1,1,1,1,1,0,0,1,1,76.9,5023,0
5726-CVNYA,0,1,1,8,1,0,0,0,0,0,0,0,1,19.85,146.6,0
9871-ELEYA,0,0,1,34,1,0,1,0,1,1,1,0,0,67.65,2339.3,0
4257-GAESD,0,0,0,6,0,0,0,0,0,0,1,1,0,45,298.7,0
5173-WXOQV,0,1,0,2,1,0,0,1,0,1,0,1,1,64.2,143.65,0
2040-OBMLJ,0,0,0,31,1,1,0,0,0,1,0,0,0,81.7,2548.65,0
6286-ZHAOK,0,1,1,20,1,1,0,0,0,0,0,0,1,25.55,507.4,0
3807-XHCJH,0,1,1,1,1,0,0,0,0,0,0,0,0,20,20,0
3009-JWMPU,0,0,0,62,1,1,0,0,1,0,1,1,1,96.75,6125.4,1
5671-RQRLP,1,1,0,70,1,1,0,0,0,0,0,0,1,75.65,5411.4,0
1450-GALXR,0,0,0,10,1,1,0,0,0,1,1,1,1,98.5,1058.25,1
8859-AXJZP,0,1,1,39,1,1,0,0,0,0,0,0,1,23.8,903.8,0
3174-AKMAS,0,1,0,46,1,0,0,1,0,1,1,0,1,64.2,3009.5,0
3138-BKYAV,0,0,0,6,1,0,0,1,0,0,1,0,1,85.35,489.45,1
9926-PJHDQ,0,1,1,72,1,1,0,0,1,0,1,1,1,76.8,5468.45,0
7382-DFJTU,0,0,0,18,1,0,0,0,1,1,0,0,0,55.2,1058.1,0
2798-NYLMZ,0,1,0,71,1,1,1,0,1,1,1,1,1,108.55,7616,0
4289-DTDKW,0,1,0,40,1,1,0,1,0,0,1,1,1,101.3,4113.1,1
1820-TQVEV,0,0,0,1,1,0,0,0,0,0,0,0,1,69.55,69.55,1
2239-JALAW,0,0,0,58,1,1,0,1,1,0,1,1,1,103.25,6017.65,1
4853-RULSV,0,0,0,70,1,1,1,0,0,1,1,1,1,104,7250.15,1
8098-TDCBU,0,1,0,42,1,1,0,0,0,0,0,0,0,25.25,1108.2,0
3551-GAEGL,0,1,1,34,0,0,1,0,0,0,0,0,0,30.4,938.65,0
4785-NKHCX,1,0,0,5,1,0,0,0,0,0,0,0,0,20.05,94.15,0
3196-NVXLZ,0,0,0,25,1,1,0,0,0,0,1,0,1,84.6,2088.05,0
6275-YDUVO,0,0,0,2,1,0,0,0,1,0,0,1,1,86.2,178.7,1
0036-IHMOT,0,1,1,55,1,0,0,1,1,1,1,1,1,103.7,5656.75,0
0115-TFERT,0,1,0,21,1,1,0,1,1,1,1,1,1,111.2,2317.1,1
4178-EGMON,0,1,0,70,1,1,1,1,0,1,0,0,1,88,5986.45,0
4220-TINQT,0,1,0,61,1,1,0,0,1,1,1,1,1,106.35,6751.35,0
5318-YKDPV,0,1,1,43,1,0,1,0,1,1,1,1,1,79.15,3566.6,0
7975-TZMLR,0,0,0,47,1,1,0,1,1,0,1,1,1,103.1,4889.3,0
0295-QVKPB,0,0,0,5,1,0,0,0,1,1,1,0,1,63.95,318.1,0
4335-BSMJS,0,0,0,62,1,1,0,0,0,0,0,0,1,25.8,1563.95,0
2311-QYMUQ,0,1,1,16,1,0,0,1,1,0,1,0,1,89.45,1430.25,1
3643-AHCFP,1,1,0,7,1,1,0,0,0,0,1,1,1,95.6,644.35,1
9146-JRIOX,0,1,1,14,1,1,0,0,0,0,0,0,0,25.55,372.45,0
3104-OWCGK,0,1,1,60,1,0,0,1,1,0,1,0,0,90.95,5453.4,1
5337-IIWKZ,0,1,1,34,0,0,0,0,1,1,1,0,1,44.85,1442.6,0
9101-BWFSS,0,1,0,50,1,1,1,1,0,1,1,1,0,108.55,5610.7,1
9650-VBUOG,0,1,1,38,1,1,0,0,0,0,0,0,0,25.05,963.95,0
3487-EARAT,0,1,1,70,1,0,1,1,1,1,0,1,0,74.1,5222.3,0
2672-TGEFF,0,1,1,37,1,1,0,1,0,0,1,0,1,88.8,3340.55,0
9231-ZJYAM,1,0,0,4,1,0,0,0,0,0,1,0,1,78.85,292.8,1
4250-WAROZ,1,1,1,60,1,1,1,1,0,0,0,1,1,93.25,5774.55,0
8184-WMOFI,0,1,1,62,1,0,1,0,1,1,0,1,0,71.4,4487.3,0
6982-SSHFK,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1
6092-QZVPP,0,0,0,36,1,0,1,0,1,1,1,1,1,79.2,2854.95,0
4625-LAMOB,0,0,0,44,1,0,0,0,0,0,0,0,0,20.4,905.55,0
0727-BMPLR,1,0,0,55,1,1,0,0,1,0,1,1,1,100,5509.3,1
0392-BZIUW,0,1,0,72,1,1,1,0,1,0,1,1,1,105,7589.8,0
1038-ZAGBI,0,1,1,12,1,0,0,0,0,0,0,0,0,19.8,229.6,1
6549-NNDYT,0,0,0,13,0,0,1,0,0,0,0,0,1,30.85,394.1,0
3027-ZTDHO,0,0,0,1,1,0,0,0,0,0,1,1,1,89.9,89.9,1
0422-OHQHQ,0,1,1,15,1,0,0,0,0,0,0,0,0,20.55,295.95,0
6916-HIJSE,0,0,0,65,1,0,1,1,1,1,1,1,1,84.85,5459.2,0
2316-ESMLS,0,1,1,12,0,0,1,0,0,1,0,0,0,33.15,444.75,0
9778-OGKQZ,0,1,0,72,1,1,1,1,1,1,1,1,1,92,6782.15,0
7408-OFWXJ,0,1,1,72,1,1,1,1,1,1,1,1,0,89.8,6510.45,0
6007-TCTST,0,1,1,72,1,1,1,1,1,1,1,1,1,115.8,8476.5,0
2252-NKNSI,0,0,1,52,1,1,1,1,0,1,1,1,1,85.15,4461.85,0
8713-IGZSO,0,0,0,2,1,1,0,0,0,0,0,0,0,24.85,62,0
7905-TVXTA,0,0,0,5,1,0,1,0,0,1,1,0,1,64.35,352.65,0
7695-PKLCZ,0,0,0,68,1,0,0,0,0,0,0,0,0,20.5,1424.9,0
2382-BCKQJ,0,0,1,62,1,1,0,0,1,0,1,1,1,100.15,6413.65,1
8374-UULRV,0,0,0,72,1,1,1,1,0,1,1,1,0,86.05,6309.65,0
2207-NHRJK,0,0,0,1,1,0,0,1,0,0,0,0,0,50.8,50.8,1
3224-DFQNQ,0,1,0,66,1,1,1,1,0,1,0,0,0,89,5898.6,0
5275-PMFUT,0,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4719.75,0
4795-UXVCJ,0,0,0,26,1,0,0,0,0,0,0,0,0,19.8,457.3,0
9777-IQHWP,0,1,1,64,1,1,1,0,1,0,0,1,0,93.4,5822.3,0
0947-MUGVO,1,1,0,20,1,0,0,1,0,0,0,0,1,73.65,1463.5,1
9944-HKVVB,0,0,0,3,1,0,0,1,0,0,1,1,1,95.1,307.4,1
4124-MMETB,0,0,0,22,1,1,0,0,0,0,1,1,1,94.65,2104.55,1
3671-SHRSP,0,1,0,4,1,0,0,0,1,1,0,0,1,80.6,319.15,1
0979-MOZQI,0,1,0,62,0,0,0,0,0,1,1,0,1,39,2337.45,0
2732-ISEZX,0,0,0,5,1,0,0,0,0,0,0,0,1,20.5,104.3,0
3313-QKNKB,0,1,0,59,1,1,0,0,0,0,0,1,0,85.55,5084.65,1
0323-XWWTN,0,0,1,3,1,1,0,0,0,0,0,0,1,26.4,121.25,0
1937-OTUKY,0,1,0,72,1,1,1,0,1,1,1,0,1,98.2,7015.9,0
1573-LGXBA,0,1,1,57,1,0,0,1,1,0,1,1,1,97.55,5598,0
1764-VUUMT,0,0,1,66,1,0,0,0,0,0,0,0,0,19.95,1269.1,0
5073-WXOYN,0,0,0,60,0,0,0,1,0,0,1,1,1,50.8,3027.4,1
4713-ZBURT,0,0,1,45,1,1,0,0,1,0,1,1,0,99.7,4634.35,0
3050-GBUSH,0,0,0,3,0,0,0,0,0,0,1,0,1,34.8,113.95,0
0207-MDKNV,0,0,0,15,1,0,1,0,1,1,1,1,0,105.1,1582.75,1
7876-AEHIG,0,0,1,51,0,0,1,0,1,1,1,1,0,60.15,3077,0
7945-HLKEA,0,0,0,60,1,1,1,0,1,1,0,0,0,64.75,4039.5,0
9342-VNIMQ,0,0,0,33,1,1,0,1,0,0,0,0,1,54.65,1665.2,0
9851-KIELU,0,0,0,10,1,0,1,1,1,1,1,1,1,110.1,1043.3,1
3523-BRGUW,1,0,0,26,1,0,0,0,0,0,0,0,0,19.3,504.2,0
3908-BLSYF,0,0,0,6,1,0,0,0,1,0,0,1,0,83.9,497.55,1
3199-NPKCN,0,1,0,67,1,1,1,0,1,1,1,1,1,111.25,7511.65,0
5170-PTRKA,0,1,1,49,0,0,1,0,0,1,0,0,1,35.8,1782,0
4661-NJEUX,0,0,0,1,1,0,0,0,0,0,0,0,1,20.05,20.05,0
2123-AGEEN,1,0,0,7,1,0,0,0,1,0,1,0,1,84.35,609.65,0
1258-YMZNM,1,0,0,27,1,1,1,1,1,0,1,1,1,110.5,2857.6,0
0048-LUMLS,0,1,1,37,1,0,0,0,0,0,1,1,0,91.2,3247.55,0
7549-MYGPK,0,1,1,63,1,1,1,1,1,0,1,0,1,100.55,6215.35,1
5898-IGSLP,0,1,1,31,1,1,1,0,1,1,0,0,0,89.3,2823,0
3804-RVTGV,0,1,1,50,1,1,0,1,1,0,1,1,1,103.85,5017.9,1
6259-WJQLC,1,0,0,32,1,1,0,0,1,0,0,0,1,81.1,2619.25,0
9227-LUNBG,0,0,0,1,0,0,0,0,0,0,0,0,0,24.6,24.6,1
7997-EASSD,0,1,0,63,1,1,0,0,0,1,0,0,1,81.2,4965.1,0
0730-KOAVE,0,0,0,30,1,1,1,1,0,0,0,1,1,94.3,2679.7,0
8975-SKGRX,0,1,0,71,1,1,1,1,1,1,1,1,1,116.1,8310.55,0
0678-RLHVP,0,0,0,53,1,1,0,1,1,0,1,1,0,105.55,5682.25,0
4315-MURBD,0,0,0,12,1,0,1,0,0,1,1,1,1,98.9,1120.95,1
2267-FPIMA,0,1,0,50,1,1,1,1,0,0,0,1,1,94.4,4914.9,0
1051-GEJLJ,0,0,0,2,1,0,0,0,0,0,0,0,0,19.5,27.55,0
9734-YWGEX,0,0,0,9,1,1,0,0,1,0,1,1,0,98.3,923.5,1
2719-BDAQO,0,0,0,17,1,0,1,0,0,0,1,1,0,93.85,1625.65,1
5285-MVEHD,0,1,0,56,1,0,1,1,1,0,1,1,1,105.6,6068.65,0
0379-DJQHR,0,1,1,67,1,0,1,1,1,0,1,1,0,81.35,5398.6,0
0781-LKXBR,1,0,0,9,1,1,0,0,1,0,1,1,1,100.5,918.6,1
5543-QDCRY,0,0,0,4,1,0,0,0,0,0,1,0,1,56.4,234.85,0
0297-RBCSG,0,0,0,19,1,0,0,1,0,1,0,1,1,65.35,1231.85,0
4694-PHWFW,0,0,1,8,1,0,0,0,0,0,0,0,0,19.95,170.9,0
0835-JKADZ,0,0,0,71,1,1,0,1,1,1,1,1,1,111.25,7984.15,0
1907-UBQFC,1,0,0,10,1,0,0,1,0,0,0,0,1,72.85,688.65,1
7508-SMHXL,1,0,0,15,1,1,0,1,0,0,1,0,0,89,1288.3,0
3865-YIOTT,0,1,1,72,1,1,1,0,1,0,1,1,1,106.1,7848.5,0
5993-BQHEA,0,0,0,12,1,0,0,0,0,0,0,0,0,20.05,267,0
